,Unnamed: 0,ID,DATE,RATIO,ID_USERS,COMMENT
26,26,0,2021-01-12,5,26,"Perfecto para tanto iniciados como principiantes. El sistema de bolas hace que sea progresivo y muy cómodo, sobre todo siempre con lubricante. Lo mejor son los modos de vibración que varían en intensidades y patrones. Gran compra desde luego."
27,27,0,2020-12-27,5,27,"Nosotros teniamos el tok grosso y optamos por esta opcion para tener ambas, es muy similar pero esta es ideal para principiantes en el tema anal. Buen material y facil de insertar"
28,28,0,2020-12-09,3,28,"Es mi primer juguete anal y sinceramente pensé que por los comentarios me iba a sorprender.. pues resulta que no, una auténtica pena, pero por lo demás esta genial el tacto las vibraciones.. muy fácil de entrar con un buen lubricante."
29,29,0,2020-11-27,3,29,"Lo compré por las buenas críticas leí, pero tengo que decir que esperaba más, muchos más en realidad, las críticas son exageradas para lo que ofrece el artículo. Leí cosas tipo ""prepárate para alucinar con un orgasmo anal"" y ""t vas ha quedar con ganas de más"" pues si, te quedas con ganas de más, pq se queda corto lo ofrecido por el juguetito. El cacharro hace lo suyo, si, pero tmp esperes maravillas pq t vas ha decepcionar. El material es muy agradable al tacto, eso sí. Y la atención al cliente de la página, tmb ha sido muy buena. Recomiendo la página pero no este artículo en concreto. Demasiadas expectativas tenía por todo lo que leí. Espero haber sido de ayuda. Quizás tendría q haber tirado por algo más.... Inmersivo."
30,30,0,2020-11-03,5,30,"Se lo compré a mi chico y se ha convertido en un juguete de los dos. La forma estrecha al principio se abre paso para desbloquear tu placer. ¡Heteros! Animaos a desbloquear y conquistar otras zonas de placer!!! Cómodo, fácil, placentero y brutal junto con otro tipo de estimulación (clítoris o pene). Perfecto para parejas de todo tipo. A disfrutar!"
31,31,0,2020-10-07,4,31,"Para iniciarse es genial. La vibración ayuda mucho, la duración de las pilas no es gran cosa pero cumple su función."
32,32,0,2020-05-01,5,32,"Un juguete casi imprescindible si estás empezando en juegos anales y quieres un vibrador. Este es de lo mejor que hay en la tienda. Una textura y un tacto tremendamente agradables por ser de silicona, además de ser facil de limpiar. Una compra perfecta, vamos"
33,33,0,2020-04-18,4,33,"Ideal para iniciarse y jugar. Eso sí, la bala dura poquito y las pilas no son fáciles de encontrar. Si ya tienes algo de experiencia... te recomiendo el grosso o alguno recargable!"
34,34,0,2020-04-13,5,34,"Ideal para empezar con el sexo anal, muy buena vibracion y placentero."
35,35,0,2020-02-17,2,35,La vibración es genial pero las pilas sólo duran para un rato o dos (1 hora aprox)
36,36,0,2020-01-15,5,36,Muy bueno. Lo cogimos para iniciarnos y desde luego cumple la función. La bala vibradora le da el toque superjuguetón!!!!
37,37,0,2019-12-27,5,37,"Es una INCREÍBLE maravilla de verdad. rnMe lo compré para mi, un chico, y es impresionante. Junto con un poco de lubricante bacanal eso entra solo. A medida lo vas usando se mete sólo. En cuanto lo enciendes prepárate para un intenso orgasmo, es incontrolable."
38,38,0,2019-12-17,5,38,"Tacto brutal, entra sin problemas, tal vez se queda pequeño enseguida. Perfecta para iniciar al anal.rn"
39,39,0,2019-12-11,5,39,"Una de las mejores compra para novato en los placeres del anal. El tacto es híper suave y agradable y la vibración hace todo muchísimo más fácil. Gracias, Amantis!"
40,40,0,2019-12-04,5,40,El tamaño es perfecto para calentar es lo mejor nos gusta mucho jugar con el
41,41,0,2019-11-08,5,41,"Estupendo, se adapta muy bien y penetra con mucha facilidad, casi sin darse cuenta. La vibración está en la base, por lo que no transmite tanto al interior como esperaba. Tiene muchos modos y puedes apagarlo con una pulsación larga."
42,42,0,2019-09-28,5,42,"Buen producto para los ya iniciados, ya que las bolas pueden resultar grandes para aquellos que dan sus primeros pasos en el anal. La vibración da un toque mágico aunque para apagarla haya que pasar por todos los modos de vibración. Perfecto para los que los dildos de iniciación ya les saben a poco."
43,43,0,2019-09-22,5,43,"Es el primer juguete que compro en esta página para mi. Como hombre os diré que se puede practicar sexo oral genial debido a su textura y, es una gozada que te penetre así como los modos de vibración en el que incluye uno muy intenso. Quizá me compré el de mayor tamaño porque se queda un poco pequeño, pero es genial para empezar con sexo anal."
44,44,0,2019-07-22,5,44,El tamaño y la suavidad del material lo hacen muy agradable a la hora de jugar en pareja y experimentar.
45,45,0,2019-07-04,5,45,"Increíble la textura y la facilidad de limpieza. Los diferentes modos de vibración dan un juego increíble. Ideal para parejas con ganas de experimentar. Ha sido de mis primeros juguetes y un acierto increíble, las diferentes bolas te permiten llegar a donde tu quieras, con tu pareja o sola ;) Si buscas info por los comentarios y te encuentras con el mío... que sepas que no tiene ninguna pega y por supuesto te digo... NO TE LO PIENSES NO PUEDE FALTAR EN TU CAJON!!!"
46,46,0,2019-05-29,5,46,Es fantastico por su suavidad y su tamaño y las vibraciones buenisimas rnTolalmente recomendable
47,47,0,2019-05-28,5,47,"Es fantastico muy suave y muy buenas vibraciones ,muy recomendable de lo mejor q he probado"
48,48,0,2019-05-20,5,48,"Es el mejor juguete que he comprado , lo recomiendo mucho..."
49,49,0,2019-05-01,5,49,Una pasada! Su forma progresivamente creciente hace que la introduccion sea cómoda y placentera. Los modos de vibración son una pasada y muy variados por lo que puedes jugar a que la estimulación sea más rápida o más lenta. La disposicion en tira del final hace que sea fácil de extraer y volver a introducir dándote un gran placer.
50,50,0,2019-04-25,5,50,"El producto está muy bien, lo uso con mi pareja y nos volvemos locos de placer. La única pega que en menos de un año se nos rompió y durante el tiempo que lo tuvimos hemos cambiado varias veces las pilas, así que ahora nos hemos decantado por uno recargable."
51,51,0,2019-04-06,5,51,"Un producto excelente. A pesar de estar familiarizada con los juguetes anales y tener cierta experiencia, me ha sorprendido muchísimo ya que no había sentido nada similar. La sensación es espectacular. Es muy fácil de limpiar y su grosor progresivo un acierto total. Aun no lo he usado en pareja, pero estoy deseando hacerlo!"
52,52,0,2019-01-17,5,52,Nos ha encantado a los 2. Tanto para el como para mi... pero cuando lo veo disfrutar así me alegro de haber acertado... Nos lo pasamos bomba!!! Regalo de cumple acertadisimo
53,53,0,2019-01-02,4,53,"Siempre me había costado mucho el sexo anal, pero este tok es ideal para ayudarte cuando estás empezando. Es muy suave, y empieza muy finito, de manera que te abre poco a poco. Además las vibraciones son intensas. Yo personalmente lo recomiendo."
54,54,0,2018-10-21,5,54,Muy suave y placentero. Imprescindible para iniciarse en el sexo anal ya que entra fácil pero notas con mucho placer como te va abriendo gracias a su auavidad y vibraciones.
55,55,0,2018-10-13,5,55,Ideal para iniciarse en el sexo anal. Tacto muy suave y agradable y el tirador es resistente.
56,56,0,2018-08-29,5,56,"lo utilicé para iniciar en sexo anal lo recomiendo al ser muy comodo ,facilitando poco a poco ,tiene una textura super suave"
57,57,0,2018-08-26,5,57,Ideal para iniciarse en el sexo anal. Cómodo y discreto. Nos ha encantado
58,58,0,2018-08-17,5,58,"Un producto muy acertado, es imprescindible para la iniciación del sexo anal, ya que con sus diferentes vibraciones todo es más fácil y placentero!! Recomendado 100%"
59,59,0,2018-08-14,4,59,"Es la segunda vez que lo compro, el primero me duro un par de años pero dejó de funcionar la vibración, que la verdad que le da vidilla, espero que este me duro mínimo igual que el anterior"
60,60,0,2018-07-17,5,60,"Muy bueno para iniciación, en pareja o incluso solo, el juego de vibraciones proporciona magníficas sensaciones, lo recomiendo."
61,61,0,2018-05-25,5,61,"Buena elección para iniciarse, muy suave al tacto y se puede introducir fácilmente. Lo único que las pilas se gastan rápido (da para un uso, 2 como mucho, dependiendo del tiempo que lo uses) y te quedas con ganas de más jeje pero, por lo demás, genial"
62,62,0,2018-04-10,4,62,"pequeño pero matón,. Las vibraciones son bastante silenciosas para lo que es el producto muy agradable al tacto, una buena compra"
63,63,0,2018-03-12,5,63,"Para iniciarse y jugar en pareja es perfecto, el tacto es muy suave esta bien"
64,64,0,2018-02-02,5,64,"Muy bueno! Vibra muy bien, genial para quien le guste ir suave por detrás. La bala me vino defectuosa y me la cambiaron muy rápido, a ese precio esta genial!"
65,65,0,2018-01-22,4,65,"Nada más recibirlo mi pareja y yo nos pusimos a experimentar con el.rnAl principio nos resultaba algo artificial, no natural, pero al cabo de un rato, jugando con él nos parece que iremos adoptando más juguetes en nuestros momentos de placer.rnMi pareja no concibe ahora que no esté en nuestras juergas de pasión"
66,66,0,2018-01-22,5,66,Es muy suave y una preciosidad! Además es super manejable. La balita es bastante potente y lo conseguí a muy buen precio.
67,67,0,2017-12-19,5,67,"Una de mis mejores compras, soy principiante y para mi de tamaño son ideales....desde que las compre las uso mucho, las recomiendo"
68,68,0,2017-11-01,5,68,"ya lo hemos probado! y esta muy muy bien, quien tenga experiencia en el tema buscara algo más grande, pero para empezar es perfecto, tiene un tacto muy agradable y los 10 modos de vibración estan muy bien, seguro que encuentras varios que te gusten, compra muy recomendada."
69,69,0,2017-08-28,5,69,"lo compre y fue un acierto, lo he usado bastante, un poco pequeño diria yo, pero sufiicente para principiantes en estos juguetes"
70,70,0,2017-05-31,3,70,"Las vibraciones un 10 y la suavidad me ha encantado, pero es demasiado pequeño debía haber elegido el grosso."
71,71,0,2017-05-17,5,71,Está bien para iniciarte pero mis expectativas eran más altas. Un 6 sobre 10
72,72,0,2017-04-18,5,72,"Fantástico !!! Lo hemos probado ambos y nos ha encantado. Recomendable para iniciarse en el sexo anal, las vibraciones, fantásticas !!!"
73,73,0,2017-03-05,5,73,"De tamaño está bien, realmente cuando lo compré lo esperaba más pequeño y menos voluminoso de lo que lo ví cuando lo recibí pero al uso esta bastante bien y es más que suficiente. Potente vibración como todos los juguetitos Tok que tengo y muy muy placentero!"
74,74,0,2017-02-01,3,74,"Vuelvo a cambiar mi valoración de manera provisional, esta vez, a neutro. rnrnLlegó un nuevo envío de amantis para sustituir la unidad que vino defectuosa. Todo parecía ir de maravilla (esta mañana, la review era positiva) hasta que esta tarde se ha dejado de funcionar otra vez. rnrnLlamé a Amantis y me explicaron que cada vez que no esté usando el juguete, que le ponga algo que evite el contacto, pues la pilas dejan de funcionar (se agotan) rápidamente. Probaremos a ver qué tal...rnrnVoto neutro para el juguetito... (de momento)rnUn 10 (diez) para el servicio post-venta de Amantis..."
75,75,0,2017-02-01,5,75,es la primera vez que lo intentaremos y me parece un aparato genial para ir poco a poco.
76,76,0,2017-02-01,5,76,"Me llegó un producto defectuoso que Amantis se apresuró a reemplazar (supongo que la anterior reseña quedará borrada al publicar esta). Todavía tengo que seguir probándolo, pero empiezo a entender los buenos comentarios que recibe este aparatito. rnrn¡Recomendable!"
77,77,0,2017-01-31,5,77,"Ideal para inciarse. Hay comentarios que apuntan a que es algo pequeño y que mejor el grosso. Personalmente creo que para empezar es más que suficiente. Tacto, color, limpieza vibración un 10."
78,78,0,2017-01-27,3,78,"Cambio mi valoración a neutral, a la espera de un Tok nuevo que ya está en camino.rnrnMis más sinceros agradecimientos al Servicio de Post-Venta de Amantis, que sin pedirlo, se pusieron en contacto conmigo. Esto, desde luego, multiplica mi confianza en la tienda (y no es que tuviera poca, ni mucho menos). Un 10 para Amantis."
79,79,0,2017-01-24,5,79,Fácil de usar para primeros contactos con el mundo anal.....rnBuena compra para iniciación....
80,80,0,2016-12-18,5,80,Pequeñito pero juguetón. De apariencia inofensiva este pequeño juguete puede causar adicción. Buena forma de iniciarse en el sexo anal.
81,81,0,2016-11-22,3,81,"A mi pareja le gustó mucho, fue su primer juguete anal. Si el ano está relajado, se introduce sin ningún tipo de problema y reportando mucho placer. Pero quizás se quede corto; y lo peor es que se sale solo, por lo que no le permite penetrarme con él puesto (creo que como sucede con muchos juguetes de este tipo). Una pena."
82,82,0,2016-11-21,4,82,Quizás pronto se quede pequeño. Por ahora fenomenalrn
83,83,0,2016-11-21,4,83,Buena compra. Ideal para principiantesrnDistintas vibraciones algunas realmente potentes.rnMuy recomendablern
84,84,0,2016-11-10,5,84,"DIOS MIO, WOOOOWrnMi novia y yo estamos alucinando con este juguete, ella lo usa vaginal y anal y esta flipando, piensa todo el rato en el LE ENCANTO.rnBuena potencia de vibracion"
85,85,0,2016-09-14,5,85,"Nos gustó mucho, incluso en momentos de pasión puede usarse para acompañar por delante. Desde que lo probamos lo ponemos cerca en nuestro juegos. Me encanta!!"
86,86,0,2016-09-10,5,86,"Todo super genial, el producto como lo describen, el servicio de amantis mejor. sin duda volvere a comprar con amantis."
87,87,0,2016-09-04,5,87,"Muy bueno, un disfrute tanto para los iniciados como para los no iniciados. Lo cogí en morado y es precioso y muy suave. Y la vibración es estupenda, muy potente. Para su precio es increíble."
88,88,0,2016-09-01,5,88,muy bueno para iniciarse en el juego anal. Facil de usar y tacto agradable.
89,89,0,2016-08-30,5,89,"Muy bueno y de buen tamaño para iniciar con estos juguetes a la pareja. A mi chica le ha encantado, los modos de vibracion son potentes y variados.La bala vibradora se puede sacar y sirve como juguetito aparte.Por este precio no se puede pedir nada mejor"
90,90,0,2016-08-25,5,90,"Es perfecto para iniciarse en los placeres de la puerta trasera,la forma que tiene y la vibracion hace que entre sin darte cuenta practicamente,y el tacto es super sedoso hasta te sorprende al abrirlo"
91,91,0,2016-08-13,5,91,Lo he comprado ayer mismo y ya lo he probado. ¡Me encanta! Es el primero que uso un vibrador anal y me ha encantado la experiencia. ¡Lo seguiré usando!
92,92,0,2016-07-19,5,92,"Funciona genial, y la textura del material es increible. Entra casi solo, tql vez pille el grosso para mas adelante. La unica pega que le veo es que la bala lleva pilas de boton y que se gastan rapido. Por este precio es una compra insuperable"
93,93,0,2016-07-18,3,93,"Bien, hoy he comprado el Tok anal 10 (y hoy mismo lo he probado jeje), y la verdad es que esperaba más... Me explico: calidad precio (lo he comprado rebajado), es genial!!! el material y la forma en que está hecho me ha encantado, muy, muy facil de introducir y tacto placentero; ahora bien, para mi gusto, es muy pequeño, no me siento ""llena"".Por otro lado, las vibraciones estan bien, a mi pareja la ha gustado ya que tambien las notaba!No es un mal juguete (tampoco de los mejores...,)pero está bien tener y probar de todo, éste será el pequenín de la casa con quien divertirnos un ratito metiéndolo y sacándolo ;)"
94,94,0,2016-05-31,4,94,"El mejor juguete para empezar a explorar el lado oscuro en pareja.Es muy suave y la vibracion es bastante potente para relajar.Este juguete combinado con el Lubricante Bacanal, hace el sexo anal mas fácil.Lo unico es que la bala vibradora va con pilas de boton y son mas caras que las de AAA."
95,95,0,2016-05-17,5,95,La combinación de pulsos y vibración está genial. Además me salió muy bien de precio.Usarlo en doble penetración es una pasada.
96,96,0,2016-05-08,4,96,"Es muy suave al tacto, no tiene olor, ideal para principiantes ya que entra muy bien con un lubricante como bacanal, la parte mala es que se queda pequeño rápidamente por lo que compensa mas el grosso, que lleve una bala es un detalle aunque no le dimos mucho uso igual la retomamos mas adelante."
97,97,0,2016-04-15,5,97,"Bueno, os voy a contar mi primera impresión sobre este producto que acabo de comprar.Yo siempre fui reticente siempre a probar abordajes por esa zona, por igual un mal inicio de experiencias, entonces dejé apartado ese tema años y años. Soy heterosexual puro y duro jaja.Fue gracias a una buena amiga que me animé a comprar este producto que me recomendó con vehemencia, yo seguía reticente pero bueno como prima la amistad sobre todo, y confiando en ella, en un impulso pues lo compré así sin pensarlo mucho. Como la confianza es grande me dije que merecería la pena intentarlo y como me conoce bien, sabia que utilizándolo de una forma correcta me podría gustar mucho.La primera impresión acojona, bastante rigido, se ve buen material y dices, buenoooo pues nada, valor y al toro. Como viene con una muestra de lubricante tranquiliza ya un poco mas.Me sorprendió mucho el producto pues pensé que iba a tener que luchar mucho pero no es así, se introduce muy fácil e incluso buscaba más profundidad de la que el producto podía ofrecerme. Es bastante silencioso y tiene 10 intensidades, todas muy placenteras. Yo personalmente me quedo con el modo ""increscendo"", que va de menos a más. Ahora a seguir sacándole partido pues merece mucho la pena, ya que la situación de morbo puro y duro que da es muy muy grande.Muy recomendable en el momento final sacar una a una las bolas chinas ya que acrecenta el placer de forma exponencial así como su duración.Atentamente"
98,98,0,2016-04-04,5,98,"Muy buen producto y las vibraciones muy buenas. Quizas es un poco pequeño, pero por lo demás genial. Buen tacto y no huele mal."
99,99,0,2016-03-29,5,99,"Muy bueno y a muy buen precio.Ideal para iniciar a tu pareja al sexo anal (o a uno mismo) ya que tiene la punta chiquitita y poco a poco va agrandando.Los 10 tipos vibraciones son muy buenos, el que mas le gusta es una que aumenta la intensidad poco a poco hasta el maximo y luego baja poco a poco ;)"
100,100,0,2016-03-14,5,100,"Envío muy rápido y correcto, además incluía unos pequeños regalos. Todo perfecto"
101,101,0,2016-03-13,5,101,"una auténtica maravilla. material de textura muy agradables y da muuuucho juego, la verdad es que para iniciarse una maravilla, totalmente recomendable"
102,102,0,2016-03-09,5,102,"Estoy encantada con la compra. Considero que para alguien que ha probado muy poco por atrás es un buen vibrador con el que empezar; es pequeño, suave y entra muy fácilmente. Y da mucho juego en pareja."
103,103,0,2016-02-08,5,103,Compra excelente! Me estoy iniciando en este mundo y la verdad que es muy recomendable. El tacto es genial y la vibración le da un toque especial que hace que llegues a un orgasmo muy intenso! Muy contento.
104,104,0,2016-01-30,4,104,Tacto muy agradable. Es lo que más me gusta. El tamaño también correcto. Y muy buen precio con la oferta.
105,105,0,2016-01-26,5,105,"Sencillamente genial, ¿qué puedo decir?Ideal para iniciarse en el sexo anal, sus bolas aumentan de tamaño gradualmente y terminan dentro prácticamente solas. Además es muy suave, un pelín rígido a de entrada, pero la verdad es que no afecta.Como toque final la bala vibradora, que aparte de bonita, es la leche. Increíble que algo tan pequeño tenga tanta potencia. La puedes sacar y jugar con ella aparte. En definitiva la combinación perfecta, y si lo pillas en oferta, todo un chollazo. Muy buen producto."
106,106,0,2016-01-26,5,106,"Perfecto para iniciarse en la estimulación anal tanto femenina como masculina, tiene varios tipos de vibración al gusto de todos. Combinado con un buen lubricante es perfecto"
107,107,0,2016-01-16,4,107,Lo pedí ayer y esta tarde ya le tenía en casa. Tiene muy buena pinta y el tacto muy agradable. Ahora toca sorprendela y probarlo. Mmm.
108,108,0,2016-01-13,5,108,"La predisposición hace mucho pero con este juguete, todo es muy fácil y divertido. Su forma, tacto y facilidad de uso lo hacen un complemento ideal en los juegos heterosexuales (nuestro caso). Con o sin vibración, en la doble penetración es brutal, ampliando el placer de ambos. Sobre la bala vibradora, pues funciona bien, silenciosa, pero para pararlo un poco engorroso, pulsar varias veces hasta que se pare. Recomendable, mucho."
109,109,0,2015-12-30,4,109,"Ha sido el primer anal que he usado, y está muy bien para empezar. Puedes introducirlo poco a poco. La vibración está bastante bien y el material buenísimo."
110,110,0,2015-12-29,5,110,"Hola le compre este regalito a mi novia y al principio no le hacía mucha ilusión pero una vez puestos en pleno sexo lo saque al descuido y empeze a jugar con ella , a partir de hay siempre a con nosotros, para ser la primera vez que usábamos algo anal va muy bien , al ir de menor a mayor la penetracion anal va muy bien al ser la primera vez , con lubricante siempre. Lo recomiendo."
111,111,0,2015-11-27,4,111,"Realmente el material es buenísimo, de lo mejor que he visto en juguetes. Entrega estupenda."
112,112,0,2015-11-19,4,112,"Me daba algo de reparo utilizar juguetes para iniciarme con mi pareja en el sexo anal, pero lo vi, lo compré y ha sido superior a mis expectativas. No pensé que se pudiera sentir tanto placer. Al principio lo utilizamos sin vibración pero cuando más excitada estaba a mi marido se le ocurrió comenzar a cambiar los modos de vibración y ¡qué locura! Perfecto el tamaño y perfecto todo él."
113,113,0,2015-10-30,4,113,"De acuerdo con los comentarios sobre que está muy bien para iniciarse. Es muy suave y va aumentando de tamaño muy gradualmente. Muy fácil de meter y de sacar. La vibración no es excesiva, es cómoda. Recomendable para empezar."
114,114,0,2015-10-08,5,114,Excelente para mujeres que se inician en el sexo anal. Recomendable 100x100
115,115,0,2015-10-02,5,115,Hola. Es la orimera vez que compro uj vibrador anal. Y me apqrecido comodo. Suave y genial
116,116,0,2015-09-15,5,116,"Lo hemos utilizado ya varias veces y solo podemos decir cosas buenas de este Tok. A mi chica le ha encantando desde el primer día.Ella nunca había sentido interés por ""el lado oscuro"", pero con este vibrador ha sido diferente. Desde que lo sacas de la caja invita a probarlo.Es muy suave y lo suficientemente blando para que no moleste. Lo utilizamos primero para vaginal y luego...al lado oscuro! Desde mi punto de vista, decir que la penetración vaginal sintiendo la vibración del tok desde el otro lado es BRUTAL!Recomendable 100%."
117,117,0,2015-09-03,5,117,Realmente fantástico. Mi pareja disfruta siempre de él y dice que es su nuevo amante. Se recomienda su uso con algún gel lubricante que ayude. La vibración tiene varios modos y algunos bastante potentes. Fácil de limpiar y de guardar. Totalmente recomendado si deseas probar la doble penetración por ejemplo.
118,118,0,2015-08-21,5,118,"Muy bueno para la iniciación y calentamiento. Muy buena calidad precio. A nosotros la bala nos ha dejado de funcionar al de un año, pero merece la pena"
119,119,0,2015-08-17,5,119,"Me encanta aunque la vibración no me convence, prefiero usarlo sin. Es cuesitión de gustos claro."
120,120,0,2015-08-04,5,120,"Muy buen producto. Habia probado antes algunas bolas pero no me gustaba el tacto, pero en este caso entran solas y la vibración te hace dilatar sin darte cuenta. Son perfectas!"
