ID_,PRODUCT_,SLOGAN_,DESCRIPTION_,CHARACTERISTICS_,URL,ID,PRODUCT,SLOGAN,DESCRIPTION,CHARACTERISTICS,LISTA_URL,amenities,anal,BDSM,femenino,masculino,juguetes,lenceria,muebles
,,,,,,117,BUTTERFLY,bodysocking de fina malla con detalle floral,"una metaforfosis te espera cuando te enfundes en este body completo cual mariposa recien salida de su crisalida, ansiosa por disfrutar, descubrir y embellecer todo a su delicado paso.siente como se funde con tu piel y te hace sentir mas espectacular y muy comoda. disfruta de los contoneos y de todas las posturas del entretenido kamasutra con el puesto porque lleva una apertura total entre las piernas que hara que nunca tengas que quitartelo.un body completo de pie cerrado y malla muy fina, elastica, que se adapta facilmente a todas las formas, de tirante ancho y escote delantero y trasero simetrico y con un detalle floral central con forma de bella mariposa que da nombre a esta pieza.¿te apetece lucis un escote profundo y que las alas de esta mariposa se cierren en tu espalda? pontelo al reves porque este body es reversible.¿como no vas a quererlo si es un fondo de armario imprescindible?","Tanga no incluido.Talla: única (45-65 kg aprox.)Limpieza y conservación:Lavar a máximo 30º y no planchar. Mete tu lencería de rejilla y encaje en una bolsita, como las nuestras de terciopelo, para evitar enganchones. ",https://www.amantis.net/butterfly-bodysocking-fina-malla-detalle-floral/,False,False,False,False,False,False,True,False
,,,,,,389,WUFF WUFF,collar de silicona para el pene,"llevar suelto el deseo es maravilloso, ahora bien, llevarlo con correa tambien ¿por que? porque podremos controlar mas nuestras relaciones, salir, potenciar y acabar cuando queramos ¡un paseo maravilloso! la funcion de controlar nuestros paseos sexuales es acompañarnos y facilitarnos una vida sexual mas divertida, consciente y saludable.wuff wuff es un collar que le puedes poner a tu pene de silicona medica biocompatible que gracias a su elasticidad podremos colocarla en la base del tronco del pene o pasar los testiculos. este collar esta decorado con pinchitos que parecen los de un collar de perro. la funcion de los pinchos es de decoracion, estos pinchos son del mismo material de la anilla, de silicona elastica, y podran ofrecer cierta sensacion pero su textura es suave y moldeable.este collar tiene una correa invisible con la que podras controlar diferentes funciones dependiendo de la posicion que elijas. si queremos retrasar la eyaculacion y alargar el placer, puedes colocarla detras de los testiculos para aumentar el control. si por el contrario queremos aumentar la ereccion y engrosar el tamaño podremos colocarla en el tronco.si tu objetivo es mantener la ereccion por mas tiempo y mas dura, la anilla nos ayudara si la colocamos en la base del pene. ademas, colocandola en el tronco conseguiremos aumentar el grosor y lustre del mismo.","Anillo para peneMaterial: Silicona MédicaMedidas: 4,6 cm x 4,6cm x 1.2cmSumergible Cómo se utiliza el anillo para pene WUFF WUFFPara utilizar esta anilla es recomendable esperar a tener una erección y para su fácil inserción es recomendable que utilices algún lubricante de agua como Desliz!Es importante que la anilla se adecue al tamaño de tu pene para que haga su función correctamente y no apriete más de lo debido.¿Cómo saber si es un tamaño adecuado para mí?Calcula el diámetro de tu pene o del conjunto de tu pene y testículos.Réstale 3 mm para que la anilla quede prieta. La anilla debe presionar pero ¡no apretarte hasta el desmayo! Asegura que una vez colocada te cabe un dedo estirando la goma.Colócala con el pene semierecto y lubricanteÚsala máximo 20-25 minutos y no te quedes dormido con ella ",https://www.amantis.net/wuff-wuff-collar-silicona-el-pene/,False,False,False,False,False,False,True,False
,,,,,,119,MARSHALL,arnés de tela vaquera con 3 anillas,"eres una mujer con iniciativa y, aunque la naturaleza te ha dotado con otros dones, no te niegas a explorar placeres supuestamente ajenos. ¡di que si! ademas, nosotros estamos encantados de poner a tu disposicion productos para que puedas disfrutar de tu sexualidad al maximo. con el nuevo arnes vaquero de amantis, ¡armate con el dildo de tus sueños y adentrate en quien tu quieras, porque ya es posible!este arnes es totalmente ajustable, muy resistente y de color vaquero oscuro. ademas, al llevar unicamente la anilla, es compatible con dildos dobles, aquellos en los que tu te introduces un extremo en la vagina. con este arnes quedaran mucho mas sujetos y no tendras que preocuparte de que puedan salirse con el movimiento o en pleno fulgor de la batalla.si te gustan mas los dildos simples, este arnes tambien es compatible con ellos –siempre que sea un dildo de base ancha apto para arnes-. con este modelo encontraras tres anillas de tamaños diferentes, una de caucho y dos metalicas, para sujetar a la perfeccion el dildo que hayas escogido para la ocasion. las anillas quedan perfectamente fijadas al arnes gracias al doble sistema de sujecion mediante corchetes y velcros.si te decides por este arnes y deseas buscarle pareja, un pequeño cotilleo: ¡se lleva de maravilla con nuestro tandem de amantis! y tambien le hace ojitos a los glups de silicona y a nuestra fantastica coleccion avatar. en definitiva, que es un arnes muy dispuesto y totalmente poliamoroso.¿que dices, vaquera? ¿lista para una cabalgada?","· Fabricado en tejido dénim color oscuro, totalmente ajustable. · Incluye tres anillas de diferente tamaño (6cm, 4.5cm y 4cm); una de caucho y dos metálicas. · Compatible con cualquier dildo apto para arnés, incluso con los modelos dobles/tándem. · Se recomienda su lavado a mano y en agua fría. · Color único vaquero oscuro. · Talla única, se ajusta a cualquier tamaño. ",https://www.amantis.net/marshall-arnes-de-tela-vaquera-con-3-anillas/,False,False,True,True,False,True,True,False
,,,,,,149,MASS,masajeador sexual moldeable,"mass es un pequeño, manejable y blandito masajeador para todos los sexos. para que te hagas una idea, cabe en la palma de tu mano y si lo aprietas se deja, pues es de una silicona medica blandita biocompatible muy flexible e incluso moldeable. ademas, al tacto podras sentir una suavidad aterciopelada que hara que no puedas dejar de acariciarlo.la forma que tiene es muy ergonomica, ya que se adapta perfectamente a la forma de la mano, coincidiendo la parte de abajo mas ancha con la parte arriba mas fina en los huecos entre los dedos. su parte picuda nos servira para focalizar la vibracion en puntos mas especificos o pequeños, ya sean erogenos o de un pequeño nudo en nuestra espalda o cuello que no nos deja relajarnos.mass cuenta con 7 patrones de vibracion, tres intensidades y cuatro combinaciones ritmicas diferentes con las que poder jugar en todas las zonas del cuerpo que se te ocurran. este juguete es muy curioso y gracias a su peso ligero y su forma, si lo dejas posado en alguna parte del cuerpo relativamente lisa, podras ver como el solo avanza de lugar y se va moviendo como si tuviera vida propia.otra cosa buena que tiene mass es que gracias a la discrecion de su diseño podras llevarlo en tu neceser y pasara totalmente desapercibido.","SumergibleCabezal rotador100% silicona + (ABS)Cargador incluidoTotalmente recargable.7 patrones de vibraciónMedidas: 4cm x 7,9cmPeso: 80grCómo se utiliza el masajeador MASSPodrás usar MASS de mil maneras diferentes gracias a su versatilidad; desde masajearte la espalda, relajar zonas doloridas, aliviar tensiones capilares o faciales, o activar zonas erógenas y masturbar tus genitales.Puedes empezar con sensaciones muy sutiles en las primeras vibraciones y aumentando la intensidad si nuestro cuerpo nos lo pide. Puedes usarlo a solas o utilizarlo en pareja. Al ser muy pequeñito, con nuestro movimiento corporal y presionando con otro cuerpo, podemos encajar el juguete en los huecos del roce y el frote.No olvides usar MASS con un buen lubricante de agua como Desliz! para que reine la fluidez en tus relaciones. Para cuidar tu higiene, limpialo antes y después de cada uso con jabón neutro y agua templada, con nuestro spray bactericida Limpin. A oscuras, en una de nuestras bolsas de satén y lejos de otros juguetes es donde te recomendamos que esté si no lo estás usando. ",https://www.amantis.net/mass-masajeador-unisex-moldeable/,False,False,False,False,False,False,True,False
,,,,,,129,EXPLORE MUSCLE,el dildo realista más poderoso,"la nueva serie de penes explore de amantis te invita a descubrir diferentes sensaciones sin limites. dildos impactantes visualmente, realistas y con un tacto exquisito.hay experiencias que te llenan, que te embriagan de placer y te ponen a tope de energia. esas experiencias son las que tendras con explore muscle, porque este dildo super realista esta tan bien dotado y tiene el grosor perfecto para que notes que te llena a cada centimetro. con un buen lubricante y la excitacion que te producira su glande rosita conseguiras metertelo enterito y ahi…ay ahi… eso ya son palabras mayores. te sonrojaras notando como te va entrando, como te abres a el y como te rindes al placer mas absoluto.su material manejable y su piel suave despertaran en ti todo tipo de fantasias, y gracias a su poderosa ventosa que se adhiere firmemente a cualquier superficie lisa, las posibilidades de juego son enormes. gozalo en la ducha, delante de un espejo, sobre la mesa de la cocina, usalo a solas, en compañia, usalo con tu arnes de anillas preferido, usalo mientras te observan o simplemente fantasea con el mientras estas en la oficina, porque explore perfect ha sido creado para darte placer.","Longitud total (sin contar ventosa) 18 cm, insertables 14,5 cmDiámetro: 3,9 cm en glande 5 cm en la baseFabricado en PVC sin olor y sin ftalatosUtiliza Lubricante de agua como Desliz de agua de amantis para un mejor resultado. ",https://www.amantis.net/explore-muscle-pene-realista-poderoso/,True,False,True,True,False,True,True,False
,,,,,,209,SUTYEN,body de encaje floral con efecto liguero,"¿quieres vestirte de una sola pieza y quedar de escandalo? con este body de estampado floral de amantis lo conseguiras con creces. comodo, sexy y elegante. ¿que mas se le puede pedir?puedes ponertelo sin mas en casa para salir a matar sin necesidad de quitartelo o superponerle tu vestido favorito y que, a la hora de la verdad, se queden con la boca abierta si pensaban que llevabas unas simples medias de encaje…los tirantes de finas tiras y la apertura central en el torso y espalda le dan un toque picaro a un estampado elegante y original, que se coloca facilmente y se ajusta a tu cuerpo como un guante.aprovecha esta pieza de lenceria para realzar tu belleza en un solo paso."," Body de rejilla (1 pieza)Talla: M y XLColor: negroLavar con agua fría y utilizando productos de limpieza suaves o específicos. Consejo: para conservar los productos de rejilla en perfecto estado y sin peligro de enganchones, te recomendamos que te hagas con bolsitas de satén individuales de amantis.  ",https://www.amantis.net/sutyen-body-de-encaje-floral-con-efecto-liguero/,False,False,False,False,False,False,True,False
,,,,,,132,TWERK,anillo versátil para pene,"en amantis, nos especializamos en ofrecer accesorios innovadores para enriquecer tu vida sexual, haciendola mas divertida, consciente y placentera. el anillo para pene twerk es un ejemplo perfecto de nuestra dedicacion a la calidad y versatilidad.funcionalidades y flexibilidad: twerk se distingue por su adaptabilidad. fabricado con materiales flexibles y maleables, este anillo se ajusta comodamente, garantizando una experiencia personalizada. sus diferentes posiciones permiten funciones variadas, desde intensificar la sensibilidad hasta prolongar la duracion de tu sesion sexual.diseño y tamaño: este anillo transparente y discreto tiene un diametro de 4.5 cm. su resistencia es notable, con un grosor superior al promedio, asegurando durabilidad y eficacia.posicionamiento y beneficios:retraso de la eyaculacion: colocando el anillo sobre los testiculos, potencia la sensibilidad en esta zona, retrasando la eyaculacion.aumento de sensibilidad: al colocarlo en el glande, se intensifica la sensibilidad. mantenimiento de la ereccion: ideal para casos en los que quieras lucir un pene mas fuerte, colocandolo en la base del pene ayuda a mantener la ereccion por presion sanguinea.engrosamiento del pene: colocandolo en el tronco del pene, se consigue un efecto de mayor grosor y lozania."," del Anillo para Pene TWERK:Material: TPE de alta calidad, libre de ftalatos.Diámetro: 4,5 cm.Resistencia al agua: Totalmente sumergible.Rango de Rigidez: Ajustable a diferentes necesidades.Instrucciones de Uso:Te recomendamos el uso de lubricantes a base de agua, como 'Desliz!', para una inserción más cómoda.Colocar con el pene semierecto y con lubricante.No exceder 20-25 minutos de uso continuo.Evitar dormirse con el anillo puesto.Consejos para Elegir el Tamaño Adecuado:Mide el diámetro de tu pene o del conjunto pene-testículos.Resta 3 mm al diámetro medido para asegurar un ajuste óptimo.Verifica que puedas pasar un dedo estirando la goma una vez colocada.Con TWERK, descubre una nueva dimensión de placer y control, diseñado específicamente para adaptarse a tus necesidades y deseos. Ver características y medidasAnillas para peneDiferente rango de rigidezMaterial: TPESin ftalatosDiámetro: 4,5 cmSumergibleCómo se utiliza el anillo para pene TWERKPara utilizar esta anilla de placer es recomendable esperar a tener una erección y para su fácil inserción es recomendable que utilices algún lubricante de agua como Desliz!Es importante que la anilla se adecue al tamaño de tu pene para que haga su función correctamente y no apriete más de lo debido.¿Cómo saber si es un tamaño adecuado para mí?Calcula el diámetro de tu pene o del conjunto de tu pene y testículos.Réstale 3 mm para que la anilla quede prieta. La anilla debe presionar pero ¡no apretarte hasta el desmayo! Asegura que una vez colocada te cabe un dedo estirando la goma.Colócala con el pene semierecto y lubricanteÚsala máximo 20-25 minutos y no te quedes dormido con ella. ",https://www.amantis.net/twerk-anillo-versatil-para-pene/,False,False,False,False,False,False,True,False
,,,,,,137,KIT DIAPHANUS,3 plugs anales huecos,"¿eres una persona curiosa? con kit diaphanus podras echar un ojo a los lugares mas escondidos del cuerpo humano.escoge entre los tres tamaños de este pack tan interesante y preparate para descubrir que se oculta en tus partes mas reconditas.su estructura hueca separara tus paredes y permitira seguir observando mas alla. simplemente escoge el que mas se adapta a ti, lubricalo, y preparate para sentirte expuestx.una imagen vale mas que mil palabras. no dejes que te lo cuenten: descubrelo.","Kit de tres plugs huecosMedidas:Pequeño: Largo 6.5cm, diámetro máximo 4.7cmMediano: Largo 7.3cm, diámetro máximo 5.2cmGrande: Largo 8.1cm, diámetro máximo 5.8cmMaterial: acrílico (no poroso, hipoalergénico)Color: transparente ",https://www.amantis.net/kit-diaphanus-3-plugs-anales-huecos/,False,False,False,False,False,False,True,False
,,,,,,144,CARE Bala Vibradora Recargable y Sumergible,,"cuidarte es conocer y disfrutar. descubrir cada rincon de tu cuerpo, potenciar tu bienestar sexual y entregarte a momentos de diversion y autodescubrimiento es la esencia del autocuidado.cuidarte es potenciar tu placer. ¿te gusta dedicarte tiempo de calidad? entonces, te fascinara care. mas que un juguete, es tu aliada en el arte de amarte.cuidarte es experimentar a plenitud. ya sea bajo el agua o en la intimidad de tu habitacion, care estara contigo. dejate llevar por sus 12 patrones de vibracion y disfruta hasta una hora de placer continuo gracias a su bateria recargable.cuidarte es personalizar tu experiencia. elige entre el sofisticado negro o el energetico amarillo y decide el tamaño que mas te seduzca. ¿por que no ambos? complementa tus momentos segun tu estado de animo, la estancia o la compañia.cuidarte es descubrir y explorar. la piel, el organo mas extenso y sensible, esconde secretos de placer inimaginables. recorrela con care, ya sea en solitario o en pareja, y descubre sensaciones que te cautivaran.tras cada experiencia, guarda tu care en la elegante bolsa de saten que amantis ha diseñado especialmente para ti. mantiene tu juguete protegido y discreto, listo para la proxima ocasion.care - descubre. siente. cuidate","Incluye: Bala vibratoria, bolsa de guardado, cable USB y manual.Material: ABSMedidas:Pequeña: 9,5 cm de largo. 2,3 cm de diámetroMediana: 12,2 cm de largo. 2,3 cm de diámetroVibración: 12 patronesRecargable: batería de lítio de 380 mAh. Tiempo de carga 120 min. Tiempo de uso: alrededor de 60 minRuido: Menos de 50dbSumergible IPX5Colores: negro o amarillo ",https://www.amantis.net/care-bala-vibradora-recargable-y-sumergible/,False,False,False,False,False,False,True,False
,,,,,,65,WITCH,arnés de cuerpo con ligueros,"embarcate en un viaje de poder, control y elegancia con el arnes witch. diseñado meticulosamente para quienes se atreven a explorar los limites del deseo, este arnes combina la firmeza del cuero sintetico con la sutil delicadeza de los ligueros decorativos.el nombre witch no es coincidencia; al igual que una hechicera que controla su entorno, este arnes te permite dominar el momento con un aura de misterio y seduccion. ademas, su ingenioso sistema de hebillas garantiza una adaptacion perfecta a cualquier talla, permitiendote sentirte comoda y segura mientras deslumbras y dominas.el arnes witch no es solo una pieza de lenceria; es una declaracion de poder y seduccion. ya sea que te adentres en el mundo del bdsm o simplemente busques elevar tu juego de seduccion, witch es la eleccion perfecta para quienes buscan un equilibrio entre control y elegancia.doma la noche. descubre witch.",Material: Cuero sintético de alta calidad.Ligueros Decorativos: Añaden un toque elegante y provocativo.Adaptabilidad: Sistema de hebillas ajustables que se adapta a cualquier talla.Estilo: Perfecto para prácticas BDSM o simplemente para añadir un toque audaz a tu lencería. ,https://www.amantis.net/witch-arnes-de-cuerpo-con-ligueros/,False,False,True,False,False,False,True,False
,,,,,,347,MEDOUSA,vagina translúcida de fantasía,"la fantasia es una facultad humana para reproducir imagenes de cosas lejanas, a veces irreales. desde que empezo la literatura, la fantasia es algo que nos ha cautivado, por eso se ha extendido a los comics, al cine y a los videojuegos. ahora toca meter la fantasia en la cama.medousa viene desde muy lejos para satisfacer tus necesidades mas creativas. su estructura te permitira fantasear con cualquier especie o humanoide que se te pase por la cabeza. con una forma 3d tanto externa como interna que cumplira doble cometido. por parte externa tenemos la fantasia mas visual, la vagina medousa no es nativa del planeta tierra y eso lo veras desde el principio, pero no te preocupes, tiene los labios, clitoris y orificio propios de una vagina real. por parte interna, su estructura te llevara a otro planeta, con un doble anillo elastico que apretara tu miembro ligeramente para mayor placer. ademas, medousa tiene punto g, por lo que encontrarlo puede ser parte del juego de la masturbacion.medousa esta creada para jugar y cumplir con tus deseos, lo unico que necesitas es un lubricante de base agua como desliz! y echarle la creatividad que quieras. sumergela en agua caliente para atemperarla, prueba otros lubricantes con ella como el lubricante creamy, estirala, juega con su clitoris, toca sus curvaturas, fantasea con personajes ficticios o mitologicos... ¡las posibilidades son infinitas!cambia tus sesiones masturbatorias y mejoralas con medousa. ella sabe que hacer para que llegues un orgasmo potente, un orgasmo de otro mundo.",":Masturbador masculino translúcido con doble anillo moradoApertura posterior para fácil limpieza o inserción de bala vibradora (no incliuda)Material: TPRMedidas: 9 cm de diámetro de superficie de vulva. 17 cm de profundidad. Peso: 520gEstructura 3D interna y externaLibre de pfalatosSumergibleLimpieza y conservación:Utiliza tu lubricante con base de agua favorito para cualquier tipo de juego genital para obtener una mejor experiencia. No olvides lavar siempre tus juguetes antes y después de cada uso, con un limpiador específico para juguetes desinfectante y bactericida, como nuestro spray limpiador Limpín. Mantenén los juguetes separados entre sí, en un lugar seguro y seco. ",https://www.amantis.net/medousa-vagina-translucida-fantasia/,True,False,False,True,False,False,True,False
,,,,,,322,LÁGRIMA,pequeño plug anal con brillante,"lagrima es un exquisito y sofisticado plug anal, decorado en su base con un brillante que realza su belleza. esta elaborado con suavisima silicona higienica de una sola pieza, y presenta un diseño en forma de gota de lluvia que ofrece una experiencia sensorial intensa y excitante, a pesar de su tamaño compacto. lagrima tiene unas medidas de solo 6cm de longitud operativa. no obstante, su diseño conico facilita un disfrute maximo de sus 3cm de ancho, siempre que se realice una insercion tranquila y cuidadosa. podras deleitarte con su ensanchamiento gradual mediante movimientos suaves, giros y respiraciones y disfrutar de su discreta presencia en tu interior sin necesidad de una dilatacion excesiva. si eliges mantener esta lagrima dentro de ti para concentrarte en otras intensas sensaciones intensificadas por su presencia, tu ano quedara discretamente oculto tras el adorno brillante que culmina su base. de esta manera, proporcionaras un deleite visual a los ojos de quien elijas mientras te entregas a esos intimos y personales placeres... lagrima solo necesita ser generosamente lubricado con tu lubricante anal favorito para proporcionarte un mundo de placer a ti, a tu pareja... o a ambos simultaneamente (si optas por adquirir dos, claro esta). ¿ya has decidido cual es tu color favorito? aunque pequeño y suave en apariencia, lagrima es un gigante en el juego y destaca por su elegancia chic que nunca pasa desapercibida. ¿te atreves a probarlo... o prefieres aplicarlo?","Longitud operativa total: 6cmLongitud de “la gota”: 4,5cmAncho máximo: 3cm, ancho soporte de la base: 1cmRealizado en Silicona higiénicaDecoración extraíble en la base con forma de brillante en plástico rígido de color aleatorioLubricar siempre con bases de Agua Disponible en colores Fuxia, Rosa, Negro y Azul ",https://www.amantis.net/lagrima-pequeno-plug-anal-con-brillante/,True,True,False,False,False,True,True,False
,,,,,,167,Desliz! Eco monodosis,pack de 10 uds,"todas las bondades de tu lubricante ecologico de confianza en formato monodosis para que siempre lo tengas a mano de manera comoda y discreta.ya sea porque la pasion te ha cogido de sorpresa o porque te vas de viaje y no quieres cargar con un bote grande respeta el medio ambiente y respeta tus mucosas con este paquete de 10 unidades.¿que mas necesitas para probar este lubricante con ingredientes de origen vegetal de agricultura ecologica?contiene 4 ml x 10 unidadeslubricante intimo en base aguaperfecto en juegos de pareja o con juguetes eroticos.ingredientes procedentes de cultivos ecologicos: glicerina (de agricultura ecologica), agua, goma de xantano, acido levulinico, sodio levulinico.",,https://www.amantis.net/desliz-eco-monodosis-pack-10-uds/,True,False,False,False,False,False,True,False
,,,,,,169,STARSHIP,el último gadget para el placer masculino,"¿estas listo para explorar nuevas dimensiones del placer y la satisfaccion? presentamos el starship, un innovador dispositivo diseñado especificamente para ofrecer caricias sensuales y masajes eroticos a personas con pene. ¿por que conformarte con lo comun cuando puedes tener una experiencia fuera de este mundo? perfecto para su uso a solas o con tu pareja.tamaño compacto: con 19 cm de largo y un ancho maximo de 6 cm, starship es el compañero perfecto para tus viajes intergalacticos al placer.tres ""deditos"" magicos: dos deditos giran 360º para estimular todas las areas sensibles, mientras que el tercer dedito vibra para un placer intensificado.9 modos de vibracion y rotacion combinadas: descubre la configuracion que mejor se adapte a tus deseos, desde suaves caricias hasta intensas vibraciones.material de alta calidad: hecho con silicona de grado medico que es suave y agradable al tacto, ademas de ser hipoalergenica. es seguro y facil de limpiarventajas🌌 exploracion sensorial: descubre nuevas zonas erogenas con las diferentes modalidades de rotacion y vibracion.🔋 bateria recargable: disfruta de horas de placer con una sola carga. incluye cable usb para una recarga facil y rapida.💦 resistente al agua: perfecto para aventuras en la ducha o en la bañera.🔒 modo de bloqueo de viaje: lleva tu starship a cualquier lugar sin preocuparte por activaciones accidentales.🔇 silencioso: diseñado para ser discreto y silencioso, permitiendo un uso privado sin distracciones.como usarcarga tu starship: asegurate de cargar completamente el dispositivo antes de su primer uso.elige tu modo: utiliza los botones de facil acceso para seleccionar entre las 9 diferentes modalidades de rotacion y vibracion.disfruta: aplica un lubricante a base de agua y deja que starship te lleve a nuevas alturas de placer.¿que estas esperando? ¡unete a la aventura con starship hoy!",,https://www.amantis.net/starship-el-ultimo-gadget-para-el-placer-masculino/,True,False,False,False,False,False,True,False
,,,,,,188,SQUEEZE,masturbador masculino masajeador con efecto calor,"¿quieres llevar tus sesiones masturbatorias a otro nivel? squeeze es una manga masturbadora con motor. decimos manga pese a que sea un juguete electronico, porque el orificio para introducir el pene es de silicona medica, muy flexible, blandito y suave. ademas, cuenta con estrias circulares y bolitas salientes al final del tunel.squeeze vibra de 9 maneras diferentes y tiene funcion calor, pero lo diferente de este juguete es la funcion de estimulacion interna, gracias a sus movimientos internos notaras un maravilloso masaje a lo largo de todo el tronco de tu pene. podria parecerse a una lengua y al mismo tiempo a una vagina estrechandose, apretando y succionando suavemente tu miembro. como se utiliza el masturbador masculino squeezecon tan solo apretar un boton, podras activar la funcion calor que va desde los 38 °a los 42 °. podras llevarlo  al extremo con algun lubricante de calor como desliz o jugar con contrastes y utilizar un lubricante a base de agua con efecto frio. no olvides que la friccion con estimuladores sexuales masculinos nos ayudaran a mejorar nuestro control eyaculatorio asi como nos ayudaran a conocer los limites de nuestro propio cuerpo. ya que squeeze lo hace todo por ti, podras usar las manos para hacer otras cosas, ¿que se te ocurre…? para conseguir una buena lubricacion,utiliza tu lubricante con base de agua favorito para cualquier tipo de juego genital y obtener asi una mejor experiencia. no olvides lavar siempre tus juguetes antes y despues de cada uso con un limpiador especifico para juguetes desinfectante y bactericida, como nuestro spray limpiador limpin. manten los juguetes separados entre si, en un lugar seguro y seco.","Masturbador masculino con motor y función masajeadora Función de calefacción hasta 38º o 42º Material: Silicona médica + ABS Medidas: 19,2cm x 7,8cm x 7,8cm  Estructura 3D interna  Libre de pfalatos Sumergible   ",https://www.amantis.net/squeeze-masturbador-masculino-masajeador-efecto-calor/,True,False,False,False,True,True,True,False
,,,,,,171,EXPLORE SUPERB,pene realista ideal estimulación g,"la nueva serie de penes explore de amantis te invita a descubrir diferentes sensaciones sin limites. dildos impactantes visualmente, realistas y con un tacto exquisito.es una curvatura la principal consecuencia de la teoria de la relatividad, y si esto lo llevamos a nuestro terreno (que quizas sea un terreno menos sesudo pero mas sexual) que es el terreno del placer, debemos decir aqui que el placer tambien es relativo, cada persona tiene sus gustos particulares, y no hay mejor cosa que explorar para saber que es lo que a cada cual le gusta mas.explore superb es, sin duda, un gran explorador, y recorre habilmente para llegar a lo mas profundo de tu interior y estimular tu punto g. es esta curvatura su seña de identidad y gracias a ella la experiencia es totalmente unica, hay sensaciones que solo el podra darte, asi que si lo que te gustan son los dildos aventureros y que lleguen a zonas de tu anatomia que otros ni aspiran a soñar, este es sin duda tu aliado en esto de lo fisico.su material manejable y su piel suave despertaran en ti todo tipo de fantasias, y gracias a su poderosa ventosa que se adhiere firmemente a cualquier superficie lisa, las posibilidades de juego son enormes. gozalo en la ducha, delante de un espejo, sobre la mesa de la cocina, usalo a solas, en compañia, usalo con tu arnes de anillas preferido, usalo mientras te observan o simplemente fantasea con el mientras estas en la oficina, porque explore superb ha sido creado para darte placer.","Longitud total (sin contar ventosa) 16 cm, insertables 13 cmDiámetro: 4 cm en glande 4,4 cm en la baseFabricado en PVC sin olor y sin ftalatosUtiliza Lubricante de agua como Desliz de agua de amantis para un mejor resultado. ",https://www.amantis.net/explore-superb-pene-realista-ideal-estimulacion-g/,False,False,True,True,False,True,True,False
,,,,,,218,ÁTAME DELUXE,kit de cama universal xl,"el famoso kit de cama atame-facil de amantis, ahora disponible en version deluxe. para aquellos que queremos siempre un poco mas, os presentamos el nuevo kit de cama atame deluxe. se adapta perfectamente a todo tipo de camas (de hasta 2,60 m), y dispone de acabados de mayor calidad (correas y esposas acolchadas mas anchas y mas resistentes). restriccion de movimiento total para experiencias de lujo. un kit de inmovilizacion para atar o que te aten al colchon, sin instalaciones complicadas ni riesgos. no necesitas ser expert@ en nudos, tan solo contar con la persona adecuada y la picardia necesaria. lo que hagas despues, solo queda entre este kit de cama, tu, tu amante... ¡y tu colchon! dispone de cuatro abrazaderas regulables de neopreno de suave interior (dos para las muñecas y otras dos para los tobillos), unidas por mosquetones a la estructura de cintas de nylon de quita y pon, por si deseais moveros de vez en cuando sin necesidad de retirar las abrazaderas de vuestras extremidades. gracias a su sistema de velcros muy resistentes, podras ajustar las abrazaderas a cualquier grosor de muñeca o tobillo, y todo en un santiamien. su banda central une los cuatro extremos de las cintas por debajo de tu colchon, ajustables para cualquier tamaño de cama para que quedeis sometid@s al ingenio de vuestr@ amante… y a vuestra compenetracion mas privada. facil de instalar, facil de disfrutar, facil de adaptar a cualquier tamaño de cama y facil de guardar (tan solo escondiendo las abrazaderas bajo el colchon), pero tan dificil de describir todas sus posibilidades.... que dejamos ese trabajo para tus fantasias mas osadas.¿te atreves a atreverte?","Dimensiones máximas de las cintas tamaño DELUXE:300 cm cintas horizontales (ideal para camas de hasta 2.60 m, pero al ser regulable también sirve para camas más pequeñas)120 cm cinta vertical ",https://www.amantis.net/atame-deluxe-kit-de-cama-universal-xl/,False,False,False,False,False,False,True,False
,,,,,,178,Tira de bolas anales BUBBLES,expande tu placer anal,"siente como se expande tu placer con esta tira de bolas anales.lubrica su suavisima silicona y deja que bubbles resbale por tu lado oscuro. su grosor ira variando: mas ancho, un poco mas estrecho, ancho de nuevo… para que te sorprenda cada bolita que se introduce en tu interior.juega a dejarla puesta y sacarla justo en el momento del orgasmo… te aseguramos que sera explosivo.",Material: silicona de grado médico7 bolasMedidas:Largo: aprox 40cm.Diámetro de principio a fin: 2.2cm; 2.6cm; 3.3cm; 3cm; 3.8cm; 3.4cm ,https://www.amantis.net/bubbles-tira-bolas-anales/,False,False,False,False,False,False,True,False
,,,,,,238,Desliz! monodosis,pack de 10 uds,"tu lubricante intimo favorito en comodas monodosis para que las puedas llevar a cualquier sitio de manera comoda y discreta.elige tu paquete de 10 en silicona o agua, ¡ten siempre tu lubricante a mano! nunca se sabe cuando lo vas a necesitar.",: Cada monodosis de Desliz! silicona contiene 2 Ml y cada monodosis de Desliz! agua 4Ml. ,https://www.amantis.net/desliz-monodosis-pack-10-uds/,True,False,False,False,False,False,True,False
